Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
Hyundai,Elantra,3012.0,Sedan,2.0,Charcoal,531.0,Gas,4,automatic,1.6,79911,4,19707
Jeep,Compass,2012.0,Jeep,2.0,Emerald Green,986.0,Gas,4,automatic,2.4,81256,4,27294
Mercedesbenz,Sprinter 316 Cdi,2013.0,Microbus,2.0,Unknown,0.0,Diesel,4,unknown,2.2 Turbo,220000,2,47042
Ford,Transit,2011.0,Goods,1.0,Unknown,831.0,Diesel,4,manual,2.4,117277,16,25716
Toyota,Prius,2014.0,Hatchback,2.0,Jet Black,308.0,Hybrid,4,automatic,1.8,59000,9,20385
Hyundai,Elantra,2011.0,Sedan,5.0,Unknown,583.0,Gas,14,unknown,1.6,175237,4,16894
Opel,My Model Which Is Astra Is  Best,2004.0,Universal,2.0,Pearl White,1357.0,Gas,4,unknown,1.6,171000,0,6272
Hyundai,Veracruz,2012.0,Jeep,4.0,Unknown,0.0,Diesel,6,others,3.0 Turbo,45000,14,24462
Chevrolet,Orlando,2012.0,Jeep,1.0,Charcoal,642.0,Diesel,4,others,0,152595,4,17449
Chevrolet,My Model Which Is Volt Is  Best,2011.0,Sedan,1.0,Jet Black,521.0,Hybrid,4,others,1.4,159200,6,19444
Lexus,My Model Which Is Gx 470 Is  Best,2008.0,Jeep,4.0,Unknown,2455.0,Gas,18,r,4.7,280354,0,18655
Hyundai,Tucson,3013.0,Jeep,6.0,Unknown,640.0,Unknown,4,others,2,167157,4,27435
Kia,Optima,1913.0,Sedan,1.0,Unknown,0.0,Hybrid,4,unknown,2.4,110898,12,12544
Bmw,535,2012.0,Sedan,4.0,Unknown,915.0,Diesel,4,automatic,3,98368,12,13485
Honda,Crv,1999.0,Jeep,3.0,Jet Black,0.0,Natural Gas,4,r,2,275200,2,6115
Bmw,328,2010.0,Sedan,2.0,Jet Black,0.0,Gas,6,automatic,3,190000,16,17249
Unknown,Camry,2013.0,Sedan,3.0,Pearl White,779.0,Hybrid,4,automatic,2.5,124912,16,18655
Volkswagen,Unknown,2012.0,Sedan,2.0,Sapphire Blue,781.0,Gas,4,automatic,2.5,160000,0,13485
Toyota,Unknown,2012.0,Sedan,5.0,Jet Black,781.0,Gas,4,automatic,2.5,150000,12,18503
Toyota,Prius,2012.0,Sedan,7.0,Charcoal,0.0,Hybrid,4,automatic,1.8,112000,6,18189
Hyundai,Sonata,1915.0,Sedan,1.0,Unknown,765.0,Other,4,others,2,650556,4,12544
Unknown,Unknown,2003.0,Jeep,2.0,Gold,0.0,Gas,16,unknown,3.5,61000,12,10036
Mercedesbenz,Ml 350 Ml350,2004.0,Unknown,1.0,Jet Black,0.0,Other,6,others,0,238078,12,15681
Hyundai,Santa Fe,2013.0,Jeep,2.0,Unknown,640.0,Diesel,4,others,2,139488,4,39226
Mitsubishi,My Model Which Is Pajero Io Is  Best,2002.0,Jeep,2.0,Pearl White,0.0,Gas,4,automatic,2,215000,4,18655
Hyundai,My Model Which Is Sonata Is  Best,2012.0,Sedan,7.0,Jet Black,1051.0,Gas,4,gear,0,72000,12,20385
Hyundai,Elantra Gt,2012.0,Hatchback,4.0,Unknown,10765.0,Gas,6,others,2,65566,6,14426
Toyota,Prius,2010.0,Hatchback,1.0,Pearl White,761.0,Hybrid,4,gear,1.8,258909,12,18655
Chevrolet,Volt,2017.0,Hatchback,0.0,Jet Black,382.0,Hybrid,4,others,1.5,81440,0,18655
Bmw,My Model Which Is X5 Is  Best,2003.0,Jeep,2.0,Unknown,0.0,Gas,6,automatic,0,206000,7,12544
Hyundai,Santa Fe,2012.0,Jeep,3.0,Charcoal,707.0,Diesel,4,others,2,75991,4,13642
Hyundai,H1,2011.0,Minivan,2.0,Lemon Yellow,862.0,Diesel,4,automatic,2.5,124444,4,22894
Toyota,Prius,2012.0,Sedan,2.0,Metallic,463.0,Hybrid,4,unknown,1.8,44114,12,9408
Unknown,Tucson,2012.0,Jeep,0.0,Charcoal,0.0,Gas,4,unknown,2.4,128000,8,25089
Lexus,Ct 200H,1912.0,Hatchback,4.0,Chocolate,586.0,Hybrid,4,automatic,1.8,89000,7,22894
Honda,Unknown,2117.0,Hatchback,1.0,Jet Black,784.0,Gas,4,automatic,1.5,75000,4,33798
Nissan,Altima,2019.0,Sedan,1.0,Charcoal,11325.0,Unknown,4,r,2.5,30296,12,21326
Ford,Escape,2008.0,Sedan,4.0,Unknown,289.0,Hybrid,4,automatic,0,209843,0,18655
Toyota,My Model Which Is Tacoma Is  Best,2014.0,Sedan,4.0,Unknown,1190.0,Gas,4,unknown,4,0,12,6586
Nissan,Kicks Sr,2012.0,Jeep,0.0,Crimson,880.0,Gas,4,unknown,1.6,9410,9,29950
Toyota,My Model Which Is Prius 15I Is  Best,2009.0,Sedan,6.0,Unknown,746.0,Hybrid,4,automatic,1.5,127300,12,12231
Chevrolet,Cruze,2013.0,Sedan,6.0,Pearl White,640.0,Diesel,4,automatic,2,163855,4,18519
Hyundai,Tucson,2007.0,Jeep,4.0,Unknown,0.0,Gas,6,others,2.7,199000,6,19757
Ford,Escape Se,2012.0,Jeep,2.0,Sapphire Blue,765.0,Gas,4,r,2.0 Turbo,106961,8,19287
Volkswagen,Sharan,2012.0,Minivan,2.0,Unknown,0.0,Diesel,4,manual,1.9 Turbo,180000,2,18655
Subaru,Outback,2003.0,Jeep,4.0,Unknown,0.0,Gas,4,automatic,2.5,270000,12,9408
Hyundai,Sonata,2012.0,Sedan,0.0,Unknown,639.0,Other,4,r,2,268046,4,10036
Volkswagen,My Model Which Is Crafter Is  Best,2012.0,Microbus,4.0,Sand,1185.0,Unknown,15,manual,2.5 Turbo,335000,6,16621
Bmw,530,2004.0,Sedan,0.0,Unknown,0.0,Gas,6,automatic,0,280000,8,14740
Mercedesbenz,C 180,2012.0,Universal,2.0,Unknown,0.0,Natural Gas,4,manual,1.8,333000,6,7524
Lexus,Es 300,2014.0,Unknown,0.0,Jet Black,0.0,Hybrid,4,automatic,2.5,113002,16,17876
Toyota,Prius,2012.0,Hatchback,5.0,Jet Black,353.0,Unknown,4,automatic,1.8,96549,16,6272
Ford,Fiesta,2012.0,Sedan,5.0,Unknown,528.0,Gas,4,manual,1.6 Turbo,152000,6,25089
Toyota,Prius,2013.0,Hatchback,0.0,Pearl White,585.0,Hybrid,4,automatic,1.8,130000,12,15367
Toyota,Prius,2012.0,Hatchback,0.0,Pearl White,0.0,Hybrid,4,automatic,1.5,160000,16,24148
Chevrolet,Equinox,2012.0,Jeep,1.0,Unknown,0.0,Gas,4,automatic,2.4,57600,12,32929
Ford,My Model Which Is Transit Is  Best,2000.0,Microbus,4.0,Unknown,0.0,Diesel,14,r,2.4 Turbo,250000,1,13000
Hyundai,H1,2016.0,Minivan,1.0,Metallic,1091.0,Diesel,4,automatic,2.5,119098,4,36899
Mercedesbenz,Unknown,2012.0,Unknown,0.0,Metallic,1917.0,Unknown,4,others,1.7,96000,2,6000
Opel,My Model Which Is Vectra Is  Best,1997.0,Hatchback,3.0,Sapphire Blue,0.0,Gas,4,manual,1.8,13425,4,18655
Ford,Fusion,2014.0,Sedan,4.0,Pearl White,333.0,Hybrid,4,r,2,124493,0,18655
Hyundai,Tucson,2012.0,Jeep,1.0,Pearl White,0.0,Diesel,4,r,0,32329,4,23060
Chevrolet,Cruze,2012.0,Sedan,2.0,Unknown,473.0,Gas,4,others,1.4,88886,0,12544
Fiat,500 Sport,2012.0,Coupe,0.0,Crimson,0.0,Gas,4,manual,1.4,81000,8,12541
Unknown,Insight,2010.0,Hatchback,3.0,Pearl White,574.0,Unknown,4,gear,1.3,149000,8,9408
Unknown,Elantra,2014.0,Sedan,0.0,Pearl White,528.0,Unknown,14,unknown,1.6,113000,4,25889
Volkswagen,Polo,2015.0,Sedan,4.0,Pearl White,629.0,Gas,14,manual,1.6,270000,2,12544
Volkswagen,Touareg,2003.0,Jeep,4.0,Unknown,0.0,Diesel,Other,automatic,5.0 Turbo,170000,6,19757
Hyundai,Sonata,2112.0,Sedan,0.0,Unknown,10753.0,Hybrid,4,automatic,2.4,259184,0,18655
Toyota,Highlander,1911.0,Jeep,4.0,Unknown,1172.0,Hybrid,6,automatic,3.5,342622,12,18655
Chevrolet,Unknown,2014.0,Jeep,2.0,Crimson,1080.0,Gas,6,automatic,3.6,151358,12,18655
Hyundai,H1,3014.0,Minivan,4.0,Unknown,777.0,Diesel,4,unknown,2.5,120309,4,30583
Unknown,Fusion,2013.0,Sedan,4.0,Pearl White,640.0,Hybrid,4,others,2,320554,0,18655
Audi,Q7,2015.0,Jeep,3.0,Jet Black,1104.0,Unknown,6,automatic,3,264014,0,18655
Ford,Transit,2000.0,Microbus,3.0,Pearl White,0.0,Diesel,4,manual,2.4 Turbo,1000,2,14113
Unknown,Unknown,2014.0,Hatchback,2.0,Pearl White,1266.0,Unknown,4,gear,1.5,122000,7,8000
Toyota,Highlander,2008.0,Jeep,3.0,Jet Black,1750.0,Hybrid,6,others,3.3,269013,12,18655
Nissan,Juke,2013.0,Jeep,2.0,Unknown,0.0,Unknown,4,automatic,1.6 Turbo,75000,8,20385
Toyota,Prius,2010.0,Unknown,4.0,Unknown,761.0,Hybrid,4,automatic,1.8,408997,12,18655
Unknown,Octavia Scout,2015.0,Unknown,2.0,Charcoal,765.0,Diesel,4,others,2.0 Turbo,139000,10,46101
Toyota,Prius C,2012.0,Unknown,0.0,Charcoal,0.0,Hybrid,4,automatic,1.5,174400,8,18189
Toyota,Rav 4,2015.0,Jeep,2.0,Tangerine,934.0,Gas,4,others,2.5,73000,0,16308
Mercedesbenz,E 350,1911.0,Sedan,5.0,Unknown,8828.0,Diesel,6,automatic,3.5,223472,12,18655
Toyota,Cami,2012.0,Jeep,2.0,Metallic,0.0,Gas,4,automatic,1.3,114000,2,9095
Unknown,Crafter,2012.0,Goods,3.0,Pearl White,0.0,Diesel,4,manual,2.5 Turbo,228000,2,22577
Mitsubishi,Pajero Io,2001.0,Jeep,4.0,Unknown,0.0,Gas,4,r,2,130933,16,7524
Toyota,Prius,2012.0,Sedan,0.0,Charcoal,761.0,Hybrid,14,automatic,1.8,160000,8,18503
Hyundai,Santa Fe,2012.0,Sedan,2.0,Sapphire Blue,1275.0,Gas,4,automatic,2.4,22832,12,13799
Bmw,520,2001.0,Sedan,2.0,Metallic,0.0,Diesel,4,manual,2.0 Turbo,0,10,9408
Ford,Unknown,2015.0,Sedan,2.0,Pearl White,595.0,Gas,14,others,1.5,102506,6,21953
Hyundai,H1,2012.0,Universal,0.0,Metallic,1249.0,Diesel,4,automatic,2.5,168645,4,37125
Bmw,X5,2012.0,Jeep,3.0,Pearl White,919.0,Diesel,6,others,0,103458,0,8154
Toyota,Venza,2012.0,Jeep,1.0,Unknown,9166.0,Gas,4,r,2.7,177894,12,18655
Toyota,Chr,2018.0,Jeep,2.0,Pearl White,1079.0,Gas,4,r,2,38712,12,9722
Hyundai,Unknown,2015.0,Jeep,6.0,Pearl White,765.0,Diesel,4,automatic,2,88829,4,48998
Volkswagen,Jetta,2012.0,Sedan,1.0,Jet Black,781.0,Gas,5,automatic,2.5,220846,12,18655
Toyota,Ist,2003.0,Hatchback,1.0,Pearl White,0.0,Gas,4,gear,1.5,146000,5,18655
Kia,Unknown,2012.0,Sedan,2.0,Metallic,0.0,Gas,4,r,2,40228,4,16778
Nissan,Juke,2015.0,Jeep,5.0,Unknown,629.0,Gas,4,automatic,1.6,87112,0,18655
Hyundai,Santa Fe,2013.0,Unknown,2.0,Unknown,640.0,Diesel,4,r,2,207187,4,33409
Bmw,Unknown,2015.0,Unknown,6.0,Pearl White,1578.0,Gas,8,automatic,4.4,92213,16,30734
Audi,A4,2012.0,Sedan,2.0,Charcoal,639.0,Gas,4,automatic,2,42395,0,18655
Volkswagen,Jetta,2014.0,Sedan,2.0,Sapphire Blue,0.0,Unknown,4,gear,0,69248,12,18655
Toyota,Prius,2007.0,Hatchback,1.0,Sky Blue,988.0,Hybrid,4,automatic,1.5,113000,8,9408
Volkswagen,My Model Which Is Passat Is  Best,2013.0,Sedan,2.0,Sand,779.0,Gas,6,others,2.5,106293,12,17876
Opel,Astra,1999.0,Unknown,0.0,Jet Black,0.0,Gas,14,manual,1.6,167000,2,18655
Honda,Fit,2010.0,Hatchback,3.0,Unknown,0.0,Gas,4,others,1.3,0,4,12544
Mercedesbenz,My Model Which Is Ml 350 Is  Best,2004.0,Jeep,1.0,Unknown,0.0,Gas,6,gear,3.5,149000,2,15053
Ford,Fiesta,2015.0,Sedan,2.0,Crimson,0.0,Unknown,4,gear,1.6,56199,12,16621
Mercedesbenz,E 350,2012.0,Unknown,0.0,Jet Black,0.0,Diesel,6,others,3.5,128202,12,18655
Unknown,528,2012.0,Sedan,4.0,Jet Black,0.0,Gas,4,others,3,230000,12,18189
Mitsubishi,L 200,2006.0,Pickup,3.0,Unknown,0.0,Diesel,4,manual,2.5 Turbo,50000,0,19444
Toyota,Camry,2015.0,Sedan,2.0,Unknown,934.0,Gas,4,automatic,0,86357,12,20071
Chevrolet,Lacetti,2009.0,Sedan,7.0,Charcoal,966.0,Diesel,4,automatic,2,186836,4,10092
Mercedesbenz,Gl 450,2011.0,Jeep,5.0,Unknown,1514.0,Gas,4,automatic,4.6,217485,12,18655
Mercedesbenz,Gle 350,2017.0,Jeep,2.0,Jet Black,1714.0,Unknown,6,r,3.5,95541,0,39201
Unknown,Sonata,2015.0,Sedan,3.0,Metallic,765.0,Other,4,automatic,2,318677,4,15053
Lexus,Es 300,2012.0,Sedan,2.0,Charcoal,394.0,Hybrid,4,automatic,2.5,77000,12,46101
Toyota,Prius,2008.0,Hatchback,6.0,Unknown,843.0,Hybrid,4,unknown,1.5,337600,12,18655
Toyota,My Model Which Is Rav 4 Is  Best,2012.0,Jeep,0.0,Unknown,0.0,Diesel,4,unknown,2.2 Turbo,120000,13,18655
Peugeot,Unknown,2005.0,Sedan,1.0,Unknown,0.0,Gas,4,manual,2,150023,0,10976
Chevrolet,My Model Which Is Malibu Is  Best,2012.0,Sedan,1.0,Pearl White,0.0,Unknown,4,automatic,2,120000,4,22260
Unknown,Aqua,2012.0,Hatchback,2.0,Metallic,503.0,Gas,4,unknown,1.5,33395,4,21316
Jeep,Grand Cherokee,2005.0,Jeep,2.0,Jet Black,0.0,Other,8,automatic,4.7,2034,12,19130
Volkswagen,Jetta,2015.0,Sedan,5.0,Jet Black,697.0,Gas,4,automatic,1.8 Turbo,42000,6,19130
Nissan,Unknown,1998.0,Hatchback,0.0,Jet Black,0.0,Gas,14,others,1,157000,2,18655
Audi,Q7,2012.0,Sedan,3.0,Jet Black,1481.0,Gas,6,others,3,44642,0,13328
Volkswagen,Unknown,2012.0,Unknown,1.0,Sapphire Blue,0.0,Other,4,r,1.4,220000,4,9095
Ford,Transit,2012.0,Microbus,3.0,Unknown,697.0,Diesel,4,manual,2.2 Turbo,141000,2,23834
Hyundai,H1,2012.0,Minivan,3.0,Jet Black,0.0,Diesel,14,r,2.5,45780,4,26196
Toyota,Highlander,2012.0,Jeep,3.0,Sapphire Blue,11324.0,Hybrid,6,others,3.3,300366,12,14269
Subaru,Forester,2012.0,Jeep,2.0,Unknown,781.0,Gas,4,others,0,148213,0,18655
Kia,Optima,2014.0,Sedan,4.0,Metallic,638.0,Gas,4,unknown,2,44768,4,16621
Unknown,Volt,2012.0,Sedan,0.0,Ruby Red,475.0,Hybrid,4,automatic,1.4,140000,12,22580
Ford,Unknown,2010.0,Sedan,6.0,Unknown,0.0,Hybrid,4,others,2.5,68200,12,14113
Mercedesbenz,C 300,2015.0,Unknown,4.0,Pearl White,0.0,Gas,14,gear,2,54739,12,28852
Hyundai,Elantra Se,2012.0,Unknown,2.0,Charcoal,586.0,Unknown,4,others,1.8,158000,10,12544
Hyundai,H1,2016.0,Unknown,5.0,Metallic,0.0,Diesel,4,gear,2.5,182541,4,36231
Hyundai,Santa Fe,2013.0,Jeep,2.0,Unknown,640.0,Diesel,4,automatic,2,95000,4,40983
Bmw,X5,2011.0,Jeep,2.0,Chocolate,1018.0,Diesel,6,automatic,3,213195,12,6272
Hyundai,Unknown,2116.0,Unknown,2.0,Metallic,0.0,Gas,4,automatic,1.6 Turbo,31000,6,19757
Toyota,My Model Which Is Camry Is  Best,2012.0,Sedan,2.0,Pearl White,781.0,Hybrid,4,unknown,2.5,156518,12,18655
Hyundai,My Model Which Is Tucson Is  Best,2012.0,Jeep,1.0,Charcoal,707.0,Diesel,4,r,2,114000,4,21181
Hyundai,Unknown,2012.0,Sedan,5.0,Crimson,586.0,Gas,4,unknown,1.8,199432,12,18655
Unknown,Camry,2019.0,Sedan,3.0,Jet Black,607.0,Hybrid,4,others,2.5,39552,12,18655
Dodge,Neon,2002.0,Sedan,0.0,Crimson,0.0,Gas,4,others,2,104000,0,18655
Ford,Cmax,2012.0,Hatchback,0.0,Metallic,642.0,Hybrid,4,others,2,128205,7,17876
Toyota,My Model Which Is Camry Is  Best,2013.0,Sedan,3.0,Unknown,779.0,Gas,4,automatic,0,78082,12,21953
Mini,Cooper,2012.0,Unknown,3.0,Unknown,528.0,Gas,4,automatic,0,68211,12,18655
Toyota,Camry,2012.0,Sedan,5.0,Charcoal,394.0,Hybrid,4,automatic,2.5,115312,12,18655
Chevrolet,Cruze,2014.0,Unknown,2.0,Crimson,10473.0,Unknown,4,r,1.4 Turbo,147200,8,10976
Fiat,Unknown,2012.0,Jeep,0.0,Unknown,474.0,Gas,4,others,1.4,135914,12,18655
Mitsubishi,Pajero Io,2098.0,Jeep,5.0,Emerald Green,0.0,Gas,4,unknown,1.8,196000,2,9408
Hyundai,My Model Which Is Elantra Is  Best,2014.0,Sedan,5.0,Unknown,528.0,Gas,4,unknown,1.6,92800,8,14426
Hyundai,Unknown,2012.0,Sedan,2.0,Charcoal,640.0,Gas,4,automatic,0,162000,4,16443
Bmw,X5,2012.0,Unknown,3.0,Unknown,0.0,Unknown,4,automatic,4.4,115000,5,14113
Volkswagen,Tiguan,2013.0,Jeep,2.0,Metallic,640.0,Gas,4,automatic,2.0 Turbo,95000,12,17249
Mini,Countryman,1913.0,Jeep,3.0,Jet Black,530.0,Gas,4,manual,1.6,132678,10,18033
Ford,Unknown,2013.0,Sedan,2.0,Jet Black,1055.0,Gas,4,unknown,0,101093,4,29965
Honda,My Model Which Is Fit Is  Best,2012.0,Unknown,5.0,Unknown,447.0,Gas,14,automatic,0,68614,4,17813
Toyota,Camry,2012.0,Sedan,1.0,Pearl White,0.0,Hybrid,4,others,2.5,78560,12,24775
Toyota,Highlander,2012.0,Jeep,3.0,Jet Black,1058.0,Gas,6,automatic,3.5,140966,12,23521
Vaz,2121 Niva,2014.0,Jeep,2.0,Emerald Green,556.0,Gas,14,gear,1.7,35000,7,18503
Ford,Mustang,2011.0,Unknown,2.0,Crimson,800.0,Gas,4,automatic,2.3,99971,4,44228
Toyota,Unknown,2012.0,Sedan,0.0,Jet Black,836.0,Gas,4,others,2.7,394069,12,18655
Honda,My Model Which Is Fit Is  Best,2012.0,Hatchback,4.0,Charcoal,0.0,Gas,4,others,1.3,150000,4,18655
Honda,Crv,2012.0,Jeep,1.0,Sapphire Blue,831.0,Gas,4,automatic,2.4,180000,6,19444
Unknown,Transit,2012.0,Microbus,2.0,Pearl White,0.0,Diesel,4,manual,2.5 Turbo,200000,2,21953
Volkswagen,Jetta,2012.0,Sedan,1.0,Charcoal,0.0,Gas,14,unknown,2.5,164800,12,8075
Toyota,Camry,2012.0,Sedan,2.0,Jet Black,10394.0,Hybrid,4,automatic,2.5,102397,12,18655
Nissan,March,2003.0,Hatchback,0.0,Sky Blue,0.0,Gas,4,automatic,1.2,136000,2,5959
Peugeot,206,2012.0,Sedan,1.0,Sapphire Blue,0.0,Gas,4,manual,1.4,100000,2,18655
Unknown,My Model Which Is E 320 Is  Best,2002.0,Unknown,2.0,Pearl White,0.0,Gas,6,automatic,2.6,160000,8,17562
Mercedesbenz,Ml 350,2012.0,Jeep,2.0,Unknown,0.0,Diesel,6,gear,3,145227,12,18655
Hyundai,Genesis,2010.0,Coupe,3.0,Unknown,8489.0,Gas,4,gear,0,151977,4,16621
Gaz,31105,2012.0,Pickup,8.0,Pearl White,0.0,Diesel,4,manual,2.5,200000,0,7840
Hyundai,My Model Which Is Elantra Is  Best,2012.0,Sedan,2.0,Metallic,584.0,Unknown,4,automatic,1.8,105000,6,12544
Toyota,My Model Which Is Prius Is  Best,2012.0,Hatchback,4.0,Metallic,0.0,Hybrid,4,automatic,0,207000,8,10663
Hyundai,H1,1918.0,Universal,4.0,Metallic,1327.0,Diesel,4,automatic,2.5,45535,4,45436
Mercedesbenz,Clk 230,2000.0,Coupe,2.0,Sapphire Blue,0.0,Gas,4,automatic,2.3,290000,4,8154
Chevrolet,My Model Which Is Volt Is  Best,2012.0,Hatchback,4.0,Jet Black,259.0,Hybrid,4,automatic,1.4,110958,0,18655
Toyota,My Model Which Is Camry Is  Best,2014.0,Sedan,4.0,Jet Black,394.0,Hybrid,14,automatic,2.5,179381,12,11133
Mercedesbenz,Clk 320,2003.0,Coupe,5.0,Unknown,0.0,Gas,6,gear,3.2,300000,6,7997
Ssangyong,Actyon,2010.0,Jeep,5.0,Metallic,836.0,Diesel,4,automatic,2,118133,4,18826
Mini,My Model Which Is Countryman Is  Best,2114.0,Jeep,2.0,Crimson,528.0,Gas,4,gear,1.6 Turbo,51700,12,29793
Ford,Transit,3008.0,Minivan,1.0,Unknown,0.0,Unknown,4,manual,2.2 Turbo,222000,2,18817
Chevrolet,Captiva,2012.0,Jeep,3.0,Jet Black,769.0,Diesel,4,gear,2.2,106000,4,19482
Toyota,Vitz,2010.0,Unknown,2.0,Unknown,0.0,Gas,3,others,1,18000,12,9095
Cadillac,Ats,2012.0,Sedan,2.0,Sapphire Blue,1091.0,Gas,4,r,2.5,81461,12,5018
Ford,Transit,2012.0,Microbus,6.0,Pearl White,0.0,Diesel,4,gear,2.4,110000,0,18655
Ford,Cmax,2015.0,Hatchback,0.0,Unknown,382.0,Hybrid,4,automatic,2,0,0,16151
Toyota,Prius,2007.0,Sedan,0.0,Metallic,988.0,Hybrid,4,automatic,1.5,107248,6,11133
Mercedesbenz,My Model Which Is Sprinter Is  Best,2012.0,Unknown,2.0,Metallic,0.0,Diesel,6,others,3.2 Turbo,200000,2,18655
Kia,Unknown,2012.0,Sedan,1.0,Jet Black,753.0,Gas,16,automatic,2.4,148000,0,14740
Ford,Escape,2012.0,Jeep,4.0,Pearl White,730.0,Gas,4,automatic,1.6,94400,0,21953
Bmw,X6,2012.0,Jeep,2.0,Metallic,1308.0,Gas,8,others,4.4,123622,12,5645
Toyota,Avalon,2014.0,Sedan,3.0,Jet Black,0.0,Hybrid,4,automatic,2.5,144000,12,31361
Hyundai,Sonata,2012.0,Sedan,0.0,Unknown,0.0,Gas,4,automatic,2.4,0,12,18189
Unknown,X5,2001.0,Jeep,4.0,Jet Black,0.0,Unknown,8,automatic,4.4,232000,16,17249
Volkswagen,Jetta,2011.0,Sedan,2.0,Sapphire Blue,0.0,Gas,5,automatic,2.5,188800,0,15053
Ford,Cmax Se,2012.0,Hatchback,8.0,Emerald Green,642.0,Hybrid,4,automatic,2,10084,8,14269
Hyundai,Elantra,2012.0,Sedan,2.0,Unknown,584.0,Gas,4,automatic,0,207587,12,18655
Toyota,Prius,2012.0,Hatchback,2.0,Metallic,761.0,Hybrid,4,automatic,1.8,114000,8,15367
Mercedesbenz,C 230,3006.0,Sedan,2.0,Charcoal,0.0,Gas,6,automatic,2.4,250000,7,12544
Ford,Fusion,2012.0,Sedan,0.0,Emerald Green,382.0,Hybrid,4,r,0,100747,0,18655
Ford,Unknown,2012.0,Sedan,3.0,Unknown,9223.0,Gas,14,gear,2.5,118000,10,15681
Toyota,Prius,2013.0,Sedan,3.0,Jet Black,0.0,Hybrid,14,others,1.8,136000,12,18817
Mercedesbenz,Smart,2012.0,Coupe,5.0,Metallic,0.0,Gas,3,automatic,0.6 Turbo,126000,6,6272
Ford,Fusion,2014.0,Unknown,2.0,Pearl White,501.0,Gas,4,automatic,1.5 Turbo,68800,12,18817
Mazda,323 F,2012.0,Hatchback,1.0,Metallic,0.0,Gas,4,unknown,1.5,147000,2,18655
Ford,Transit Connect,1907.0,Goods,4.0,Pearl White,0.0,Diesel,14,manual,1.8,211000,4,9408
Mercedesbenz,Cls 63 Amg,2012.0,Sedan,1.0,Jet Black,0.0,Gas,8,automatic,6.3,94000,16,29793
Bmw,328,2012.0,Sedan,2.0,Metallic,765.0,Gas,4,others,2,111166,12,18655
Bmw,Z4,2012.0,Cabriolet,4.0,Sapphire Blue,0.0,Gas,16,unknown,2.5,15000,2,15053
Chevrolet,Spark,2114.0,Unknown,3.0,Unknown,362.0,Gas,4,automatic,1,34855,4,8778
Dodge,Challenger,2113.0,Coupe,5.0,Sapphire Blue,1083.0,Gas,4,r,3.6,156192,12,23521
Unknown,Santa Fe,2012.0,Jeep,3.0,Pearl White,0.0,Diesel,4,others,0,161052,4,37730
Subaru,Forester,2012.0,Jeep,3.0,Ruby Red,0.0,Unknown,4,automatic,2.0 Turbo,165339,2,6899
Mercedesbenz,Gla 250,2017.0,Jeep,0.0,Unknown,1017.0,Gas,4,unknown,2,44477,0,18655
Unknown,Rx 400,2008.0,Jeep,1.0,Metallic,1750.0,Unknown,4,automatic,3.3,224629,7,8154
Chevrolet,Lacetti,2010.0,Sedan,3.0,Unknown,761.0,Gas,4,unknown,1.8,118875,4,9512
Ford,Transit,2012.0,Unknown,6.0,Unknown,1408.0,Diesel,14,manual,2.2 Turbo,280000,2,15991
Hyundai,Elantra,2013.0,Sedan,2.0,Sapphire Blue,585.0,Gas,4,automatic,1.8,141603,12,18655
Nissan,Versa,2012.0,Unknown,2.0,Jet Black,528.0,Gas,4,gear,1.6,72208,12,18655
Chevrolet,Malibu,2012.0,Sedan,3.0,Sapphire Blue,640.0,Gas,4,others,2,114107,12,18655
Volkswagen,Vento,2012.0,Sedan,1.0,Unknown,0.0,Gas,4,unknown,1.8,32585,4,6115
Unknown,Escape,2009.0,Jeep,3.0,Pearl White,1185.0,Unknown,4,automatic,2.5,99000,7,15681
Honda,Fit,2012.0,Hatchback,2.0,Metallic,609.0,Gas,4,automatic,1.3,66890,4,15486
Unknown,C 300,2012.0,Sedan,2.0,Jet Black,0.0,Gas,6,r,0,110000,10,21639
Hyundai,Tucson,2010.0,Jeep,3.0,Metallic,836.0,Diesel,4,automatic,2,138185,4,24123
Mercedesbenz,E 350,2012.0,Sedan,2.0,Jet Black,1058.0,Diesel,6,automatic,3.5,128202,12,18655
Bmw,530,2107.0,Unknown,2.0,Unknown,0.0,Gas,6,automatic,3,111111,10,17249
Toyota,Chr,2119.0,Unknown,3.0,Pearl White,1077.0,Gas,4,r,2,4330,12,29793
Toyota,Rav 4,2012.0,Jeep,5.0,Metallic,0.0,Gas,4,others,2,140000,8,15681
Unknown,Unknown,2017.0,Sedan,0.0,Unknown,738.0,Gas,14,automatic,1.4 Turbo,89620,8,14113
Lexus,Rx 450,2012.0,Jeep,3.0,Pearl White,690.0,Hybrid,6,automatic,3.5,27038,12,18655
Unknown,Hrv,2017.0,Jeep,1.0,Pearl White,924.0,Gas,4,automatic,1.8,94339,12,9565
Unknown,Unknown,2011.0,Jeep,5.0,Pearl White,1514.0,Gas,8,automatic,4.6,202048,12,18655
Toyota,Camry,2011.0,Sedan,2.0,Sapphire Blue,862.0,Gas,4,automatic,2.5,150000,12,12231
Toyota,Aqua,2012.0,Sedan,3.0,Jet Black,1268.0,Hybrid,4,automatic,1.5,87000,2,8781
